Standard Title,Standard Type,Standard Info Latest,Edition Date,Standard Infotyp
Standard for Light Emitting Diode (LED) Equipment for Use in Lighting Products,(Ed. 2),UL,"September 15, 2015",Type: ulstd
Organic Light Emitting Diode (OLED) Panels,(Ed. 1),UL,"June 13, 2012",Type: ululc
Standard for Organic Light Emitting Diode (OLED) Panels / Norme relative aux panneaux � diodes �lectroluminescentes organiques (DELO),(Ed. 1),ULC,"June 13, 2012",Type: binat
Field-Replaceable Light Emitting Diode (LED) Light Engines	,(Ed. 1),UL,"July 31, 2013",Type: ululc
Standard for Field-Replaceable Light Emitting Diode (LED) Light Engines / Norme relative aux syst�mes avec module et convertisseur pour diodes �lectroluminescentes (DEL) rempla�ables sur place,(Ed. 1),ULC,"July 31, 2013",Type: binat
"Holders, Bases and Connectors for Solid-State (LED) Light Engines and Arrays",(Ed. 1),UL,"July 31, 2013",Type: ululc
"Standard for Holders, Bases, and Connectors for Solid-State (LED) Light Engines and Arrays / Norme relative � l'�quipement et aux syst�mes basse tension des treillis de plafond suspendu",(Ed. 1),ULC,"July 31, 2013",Type: binat
Outline of Investigation for Pollution Control Units for Commercial Cooking Operations,(Ed. 1),UL,"January 30, 2017",Type: outline
Horticultural Lighting Equipment And Systems / �quipement et syst�mes d'�clairage d'horticulture,(Ed. 1),UL,"August 30, 2019",Type: ulstd
Photovoltaic (PV) Luminaire Systems / Syst�mes de luminaire photovolta�que,(Ed. 1),UL,"June 15, 2022",Type: ulstd
Outline of Investigation for UV Germicidal Equipment and Systems,(Ed. 4),UL,"August 30, 2021",Type: outline
Ultraviolet (UV) Germicidal Equipment and Systems,(Ed. 1),UL,"August 25, 2023",Type: csdsproposal
Outline of Investigation for UV Germicidal Equipment and Systems,(Ed. 5),UL,"March 16, 2023",Type: outline
Outline of Investigation for Portable UV Germicidal Equipment With Uncontained UV Sources,(Ed. 1),UL,"September 02, 2021",Type: outline
Product Category Rule (PCR) for Part B: Builders Hardware,(Ed. 1),UL Environment,"April 23, 2014",N/A
Product Category Rules (PCR) for Part B: Commercial Steel Doors and/or Steel Frames,(Ed. 1),UL Environment,"March 10, 2015",N/A
Energy Storage Systems and Equipment / Syst�mes et �quipement de stockage de l,(Ed. 2),UL,"February 27, 2020",Type: ulstd
Energy Storage Systems and Equipment / Syst�mes et �quipement de stockage de l'�nergie,(Ed. 3),UL,"June 28, 2023",Type: ulstd
ANSI/CAN/UL Standard for Test Method for Evaluating Thermal Runaway Fire Propagation in Battery Energy Storage Systems / ANSI/CAN/UL Norme sur la m�thode d�essai pour l��valuation de la propagation du feu par emballement thermique dans les syst�mes de stockage d��nergie en batterie,(Ed. 4),UL,"November 12, 2019",Type: ulstd
Factory Follow-Up on Personal Flotation Devices (PFDs) / Suivi en usine des �quipements individuels de flottabilit� (EIF),(Ed. 1),UL,"June 04, 2020",Type: ulstd
Recommended Practice for Nameplates for Use in Electrical Installations,(Ed. 1),UL,"March 22, 2021",Type: ulstd
Outline of Investigation for Distributed Generation Wiring Harnesses,(Ed. 3),UL,"September 26, 2018",Type: outline
FIRE TESTS - FULL-SCALE ROOM TEST FOR SURFACE PRODUCTS / ESSAIS AU FEU - ESSAI DANS UNE PI�CE EN VRAIE GRANDEUR POUR LES PRODUITS DE SURFACE,(Ed. 1),ULC,"March 01, 2013",Type: canulc
Electric Vehicle Power Export Equipment (EVPE),(Ed. 1),UL,"September 29, 2023",Type: ulcsa
Environmental Claim Validation Procedure (ECVP) for Biobased Content,(Ed. 1),UL Environment,"February 02, 2018",Type: ule
Information and Communication Technology (ICT) Power Cables,(Ed. 1),UL,"July 31, 2023",Type: ulstd
Product Category Rules for Power Inverter Products,(Ed. 1),UL Environment,"August 14, 2017",N/A
"Product Category Rule (PCR) Guidance for Wooden Pallets, EPD Requirements",(Ed. 1),UL Environment,"June 19, 2019",N/A
Product Category Rules for Printers,(Ed. 2),UL Environment,"April 23, 2018",N/A
Product Category Rules for Three-Zone Multi-Temperature Transport Refrigeration Units,(Ed. 1),UL Environment,"April 25, 2017",N/A
Product Category Rules (PCR) for preparing an Environmental Product Declaration (EPD) for the Product Category: Tires,(Ed. 3),UL Environment,"July 08, 2022",N/A
Product Category Rules (PCR) for preparing an Environmental Product Declaration (EPD) for the Product Category: Tires (Japanese),(Ed. 3),UL Environment,"November 28, 2017",N/A
Product Category Rules for Hand Dryers,(Ed. 1),UL Environment,"August 18, 2017",N/A
Product Category Rules for Building Related Products and Services (Version 2.0),(Ed. 2),UL Environment,"June 28, 2017",N/A
Product Category Rules for Building Related Products and Services (Version 1.3),(Ed. 1),UL Environment,"June 19, 2014",N/A
Product Category Rules for Building Related Products and Services (Version 3.0),(Ed. 3),UL Environment,"February 23, 2018",N/A
Product Category Rules for Building Related Products and Services (Version 3.1),(Ed. 4),UL Environment,"March 05, 2018",N/A
Product Category Rules for Building Related Products and Services (Version 3.2),(Ed. 5),UL Environment,"December 11, 2018",N/A
Part A: Life Cycle Assessment Calculation Rules and Report Requirements ,(Ed. 6),UL Environment,"March 28, 2022",N/A
"Product Category Rules (PCR) Guidance for Building-Related Products and Services Part B: Building
Envelope Thermal Insulation EPD Requirements",(Ed. 3),UL Environment,"April 06, 2023",N/A
"Product Category Rules (PCR) Guidance for 
Building-Related Products and Services Part B: Sanitary Ceramic EPD Requirements (Version 2.1)",(Ed. 3),UL Environment,"June 07, 2018",N/A
"Product Category Rules for Part B: Mechanical, Specialty, Thermal, and Acoustic Insulation Product EPD Requirements",(Ed. 1),UL Environment,"September 03, 2019",N/A
Product Category Rules Part B: Water Cooled Chiller EPD Requirements (Version 2.0),(Ed. 2),UL Environment,"June 28, 2018",N/A
"Product Category Rules for Part B: Insulated Metal Panels, Metal Composite Panels, and Metal Cladding: Roof and Wall Panels",(Ed. 2),UL Environment,"October 23, 2018",N/A
Product Category Rules (PCR) Guidance for Building-Related Products and Services Part B: Plumbing Vessel EPD Requirements(Version 2.0),(Ed. 3),UL Environment,"June 07, 2018",N/A
Product Category Rules (PCR) Guidance for Building-Related Products and Services Part B: Flooring EPD Requirements,(Ed. 1),UL Environment,"September 28, 2018",N/A
Addednum for the Product Category Rules (PCR) Guidance for Building-Related Products and Services Part B: Requirements on the EPD for Bathroom Fittings and Showers,(Ed. 1),UL Environment,"February 20, 2018",N/A
Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Structural and Architectural Wood Products EPD Requirements (Version 1.1),(Ed. 1),UL Environment,"October 21, 2019",N/A
Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Wall and Door Protection EPD Requirements,(Ed. 1),UL Environment,"May 22, 2019",N/A
"Product Category Rules (PCR) Guidance for Building Related Products and Services Part B:
Asphalt Shingles, Built-up Asphalt Membrane Roofing and Modified Bituminous Membrane Roofing EPD Requirements",(Ed. 3),UL Environment,"May 24, 2021",N/A
"Product Category Rules for Building-Related Products and Services Part B: Metal Ceiling and
Interior Wall Panel System EPD Requirements",(Ed. 1),UL Environment,"January 15, 2020",N/A
Product Category Rules for Building-Related Products and Services Part B: Builders Hardware EPD Requirements,(Ed. 1),UL Environment,"November 15, 2019",N/A
Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Requirements on the EPD for Products of aluminium and aluminium alloys,(Ed. 1),UL Environment,"July 01, 2014",N/A
Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Requirements on the EPD for Building metals,(Ed. 1),UL Environment,"August 12, 2014",N/A
Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Requirements on the EPD Coatings with organic binders,(Ed. 1),UL Environment,"July 30, 2014",N/A
Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Requirements on the EPD for Curtain Walling,(Ed. 1),UL Environment,"July 01, 2014",N/A
Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Requirements on the EPD for Metal Ceilings,(Ed. 1),UL Environment,"August 29, 2014",N/A
Product Category Rule (PCR) for preparing an environmental product declaration (EPD) for PCR: IBU Part B: Coatings with Organic Binders and EDF EPD for Paints,(Ed. 1),UL Environment,"October 30, 2014",N/A
Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Requirements on the EPD for Technical Textiles,(Ed. 1),UL Environment,"December 16, 2014",N/A
Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Requirements on the EPD for thin walled profiles and profiled panels of metal,(Ed. 1),UL Environment,"July 30, 2014",N/A
Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Piping systems for use for sewage and storm water (under gravity),(Ed. 1),UL Environment,"June 10, 2014",N/A
Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Wire and Cable,(Ed. 1),UL Environment,"April 01, 2014",N/A
Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Engineered Stone ,(Ed. 1),UL Environment,"October 22, 2012",N/A
Product Category Rule (PCR) for Preparing an Environment Product Declaration (EPD) for Product Group Cladding Systems Products,(Ed. 2),UL Environment,"April 13, 2021",N/A
Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Non-Metal Ceiling Panel EPD Requirements,(Ed. 2),UL Environment,"April 13, 2021",N/A
"Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Commercial Steel Doors and Steel Frames EPD
Requirements",(Ed. 1),UL Environment,"September 01, 2020",N/A
Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Kitchen and Bath Fixture Fittings and Accessory Products EPD Requirements,(Ed. 1),UL Environment,"October 08, 2020",N/A
Product Category Rules for Part B: Concrete Masonry and Segmental Concrete Paving Product EPD Requirements (Version 1.1),(Ed. 2),UL Environment,"March 01, 2022",N/A
Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Joint Compound EPD Requirements,(Ed. 1),UL Environment,"August 03, 2016",N/A
Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Processed Glass EPD Requirements,(Ed. 1),UL Environment,"August 17, 2016",N/A
"Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Building and Construction Sealant EPD
Requirements",(Ed. 1),UL Environment,"September 22, 2016",N/A
Product Category Rules for preparing an environmental product declaration (EPD): ASTM PCR for Single Ply Roofing Membranes,(Ed. 1),UL Environment,"May 08, 2019",N/A
Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Designated Steel Construction Product EPD Requirements	,(Ed. 2),UL Environment,"August 26, 2020",N/A
Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Roof Cover Protection Board EPD Requirements,(Ed. 1),UL Environment,"November 02, 2021",N/A
"PCR for Construction Product-Related Products and Services: Part B Expanded Shale, Clay, and Slate Lightweight Aggregates EPD Requirements",(Ed. 2),UL Environment,"January 25, 2022",N/A
PCR for Construction Product-Related Products and Services Part B: Aluminum Construction Product EDP Requirements ,(Ed. 1),UL Environment,"February 16, 2022",N/A
"PCR for Construction Product-Related Products and Services Part B: Cement-based Grout, Adhesive Mortar and Self-Leveling Underlayment EPD Requirements",(Ed. 1),UL Environment,"July 25, 2022",N/A
CAN/UL Standard for Consumer Product Safety - Guidelines for Suppliers / S�curit� des produits de consommation  - Lignes directrices pour les fournisseurs,(Ed. 1),UL,"April 28, 2017",Type: uliso
Recommended Practice for Certificates for Equipment for Hazardous (Classified) Locations,(Ed. 2),UL,"March 03, 2022",Type: ulstd
Standard for Definitions and Information Pertaining to Electrical Equipment in Hazardous Locations,(Ed. 1),UL,"December 03, 2019",Type: ulstd
"Recommendations for the Preparation, Content, and Organization of Intrinsic Safety Control Drawings",(Ed. 1),UL,"September 08, 2014",Type: ulisa
"Nonincendive Electrical Equipment for Use  in Class I and II, Division 2 and Class III, Divisions 1 and 2 Hazardous (Classified) Locations",(Ed. 9),UL,"September 15, 2017",Type: ulcsa
"Recommended Practice for Portable Electronic Products Suitable for Use in Class I and II, Division 2, Class I, Zone 2 and Class III, Division 2 and 2 Hazardous (Classified) Locations",(Ed. 2),UL,"January 14, 2021",Type: ulstd
Guide for Use of Detectors for Flammable Gases,(Ed. 1),UL,"September 09, 2020",Type: ulfm
"General Requirements for Electrical Ignition Systems for Internal Combustion Engines in Class I, Division 2 or Zone 2, Hazardous (Classified) Locations",(Ed. 1),UL,"August 29, 2014",Type: ulisa
Requirements for Process Sealing Between Electrical Systems and Flammable or Combustible Process Fluids,(Ed. 3),UL,"May 12, 2017",Type: ulstd
Requirements for Process Sealing Between Electrical Systems and Flammable or Combustible Process Fluids,(Ed. 4),UL,"September 29, 2022",Type: ulstd
"Personal Flotation Devices - Part 3: Lifejackets, Performance Level 150 - Safety Requirements",(Ed. 1),UL,"August 25, 2023",Type: csdsproposal
"ANSI/CAN/UL Personal Flotation Devices - Part 4: Lifejackets, Performance Level 100 - Safety Requirements / �quipements individuels de flottabilit� - partie 4�: gilets de sauvetage, niveau de performance�100�- exigences de s�curit�",(Ed. 1),UL,"July 09, 2020",Type: uliso
Personal Flotation Devices - Part 5: Buoyancy Aids (Level 50) - Safety Requirements / �quipements individuels de flottabilit�/V�tements de flottaison individuels - Partie�5�: Aides � la flottabilit� (niveau�50) - Exigences de s�curit�,(Ed. 1),UL,"December 31, 2015",Type: uliso
Personal Flotation Devices - Part 6: Special Application Lifejackets and Buoyancy Aids - Safety Requirements and Additional Test Methods / �quipements individuels de flottabilit� / V�tements de flottaison individuels - Partie 6: Gilets de sauvetage et aides � la flottabilit� pour usages sp�ciaux - Exigences de s�curit� et m�thodes d'essai compl�mentaires,(Ed. 1),UL,"August 24, 2023",Type: uliso
Personal Flotation Devices - Part 9: Test Methods / �quipements individuels de flottabilit�/ V�tements de flottaison individuels - Partie 9�: M�thodes d'essai,(Ed. 1),UL,"December 31, 2015",Type: uliso
"ANSI/CAN/UL Standard for Immersion suits - Part 2: Abandonment Suits, Requirements Including Safety / Combinaisons d�immersion - Partie 2 :
Combinaisons d�abandon, exigences,
y compris la s�curit�",(Ed. 1),UL,"July 27, 2020",Type: uliso
ANSI/CAN/UL Standard for Immersion Suits - Part 3: Test Methods / Combinaisons de protection thermique en cas d'immersion - Partie�3�: M�thodes d'essai,(Ed. 1),UL,"September 08, 2020",Type: uliso
Methodology for Marketing Claim Verification: Product Repairability Rating (Bronze/Silver/Gold/Platinum/Diamond),(Ed. 1),UL,"July 03, 2023",N/A
Design Guideline for Promoting Circadian Entrainment with Light for Day-Active People,(Ed. 1),Underwriters Laboratories Inc,"December 19, 2019",N/A
Standard for Rotating Electrical Machines - Part 1: Rating and Performance,(Ed. 2),UL,"September 18, 2018",Type: uliec
Rotating electrical machines - Part 2-1: Standard methods for determining losses and efficiency from tests (excluding machines for traction vehicles),(Ed. 1),UL,"February 21, 2017",Type: uliec
Rotating Electrical Machines - Part 5: Degrees of Protection Provided by the Integral Design of Rotating Electrical Machines (IP Code) - Classification,(Ed. 1),UL,"January 16, 2019",Type: uliec
"Standard for Audio, Video and Similar Electronic Apparatus - Safety Requirements",(Ed. 8),UL,"September 30, 2015",Type: uliec
Explosive Atmospheres - Part 0: Equipment - General Requirements,(Ed. 6),UL,"July 26, 2013",Type: ulisaiec
Explosive Atmospheres - Part 0: Equipment - General Requirements,(Ed. 7),UL,"March 26, 2019",Type: uliec
Explosive Atmospheres - Part 1: Equipment Protection by Flameproof Enclosures �d�,(Ed. 7),UL,"September 18, 2015",Type: uliec
Explosive Atmospheres - Part 2: Equipment Protection by Pressurized Enclosure �p�,(Ed. 6),UL,"June 02, 2017",Type: uliec
Explosive Atmospheres - Part 5: Equipment protection by powder filling 'q',(Ed. 4),UL,"April 29, 2016",Type: uliec
Explosive atmospheres - Part 6: Equipment protection by oil immersion 'o',(Ed. 4),UL,"April 29, 2016",Type: uliec
Electrical Apparatus for Explosive Gas Atmospheres - Part 7: Increased Safety 'e',(Ed. 4),UL,"October 15, 2008",Type: ulisaiec
Explosive Atmospheres - Part 7: Equipment protection by increased safety 'e',(Ed. 5),UL,"February 24, 2017",Type: uliec
"Explosive Atmospheres - Part 11: Equipment Protection by Intrinsic Safety ""i""",(Ed. 6),UL,"February 15, 2013",Type: ulisaiec
Explosive Atmospheres - Part 13: Equipment Protection by Pressurized Room ,(Ed. 2),UL,"June 27, 2022",Type: uliec
"Electrical Apparatus for Explosive Gas Atmospheres - Part 15: Construction, Test and Marking of Type of Protection 'n' Electrical Apparatus",(Ed. 4),UL,"February 15, 2013",Type: ulisaiec
"Explosive atmospheres - Part 15: Equipment protection by type of protection ""n""",(Ed. 5),UL,"April 07, 2020",Type: uliec
Explosive Atmospheres - Part 17: Electrical Installations Inspection and Maintenance,(Ed. 5),UL,"May 12, 2017",Type: uliec
Explosive atmospheres - Part 18: Equipment protection by encapsulation �m�,(Ed. 4),UL,"December 14, 2015",Type: uliec
Explosive Atmospheres - Part 25: Intrinsically Safe Electrical Systems,(Ed. 2),UL,"December 02, 2011",Type: ulisaiec
Explosive Atmospheres - Part 26: Equipment with Equipment Protection Level (EPL) Ga,(Ed. 3),UL,"April 21, 2017",Type: uliec
Explosive Atmospheres - Part 28: Protection of Equipment and Transmission Systems Using Optical Radiation,(Ed. 2),UL,"September 15, 2017",Type: uliec
Explosive Atmospheres - Part 29-1: Gas Detectors - Performance Requirements of Detectors for Flammable Gases,(Ed. 2),UL,"May 31, 2019",Type: ulfm
"Explosive Atmospheres - Part 29-2: Gas Detectors - Selection, Installation, Use and Maintenance of Detectors for Flammable Gases and Oxygen",(Ed. 2),UL,"October 15, 2018",Type: ulfm
Explosive Atmospheres - Part 29-4: Gas Detectors - Performance Requirements of Open Path Detectors for Flammable Gases ,(Ed. 1),UL,"August 24, 2018",Type: ulfm
Explosive Atmospheres - Part 30-1: Electrical Resistance Trace Heating - General and Testing Requirements,(Ed. 1),UL,"May 05, 2017",Type: uliec
"Explosive Atmospheres - Part 31: Equipment Dust Ignition Protection by Enclosure ""t""",(Ed. 2),UL,"June 12, 2015",Type: ulisaiec
"Explosive Atmospheres - Part 33: Equipment Protection by Special Protection ""s""",(Ed. 1),UL,"May 25, 2021",Type: uliec
Recommended Practice for  Explosive Atmospheres - Part 46: Equipment Assemblies,(Ed. 1),UL,"July 22, 2022",Type: uliec
Explosive Atmospheres - Part 47: Equipment Protection by 2-Wire Intrinsically Safe Ethernet Concept (2-WISE),(Ed. 1),UL,"March 15, 2022",Type: uliec
Primary Batteries - Part 4: Safety of Lithium Batteries,(Ed. 1),UL,"May 22, 2015",Type: uliec
Appliance Couplers for Household and Similar General Purposes - Part 1: General Requirements,(Ed. 2),UL,"May 12, 2011",Type: ulcsaiec
Appliances Couplers for Household and Similar General Purposes - Part 1: General Requirements,(Ed. 3),UL,"February 15, 2019",Type: ulcsaiec
"Appliance Couplers for Household and
Similar General Purposes - Part 3:
Standard Sheets and Gauges",(Ed. 1),UL,"February 15, 2019",Type: ulcsaiec
"Standard for Safety of Household and Similar Electrical Appliances, Part 1:  General Requirements",(Ed. 4),UL,"March 05, 2004",Type: uliec
"Standard for Safety of Household and Similar Electrical Appliances, Part 1:  General Requirements",(Ed. 5),UL,"October 31, 2011",Type: ulcsaanceiec
"Safety of Household and Similar Appliances, Part 1: General Requirements",(Ed. 6),UL,"October 31, 2016",Type: ulcsaiec
"Standard for Safety of Household and Similar Electrical Appliances, Part 2:  Particular Requirements for Electric Irons",(Ed. 5),UL,"July 14, 2004",Type: uliec
Household and Similar Electrical Appliances - Safety - Part 2-3: Particular Requirements for Electric Irons,(Ed. 6),UL,"September 14, 2023",Type: uliec
"Standard for Safety for Household and Similar Electrical Appliances, Part 2:  Particular Requirements for Shavers, Hair Clippers, and Similar Appliances",(Ed. 6),UL,"June 25, 2018",Type: uliec
"Subject 60335-2-14 Household and Similar Electrical Appliances, Part 2: Particular Requirements for for Kitchen Machines",(Ed. 4),UL,"April 24, 2003",N/A
Subject 60335-2-14,(Ed. 1),UL,"May 25, 2004",N/A
"Safety Requirements for Household and Similar Electrical Appliances, Part 2: Particular Requirements for Refrigerating Appliances, Ice-Cream Appliances and Ice-Makers",(Ed. 2),UL,"April 28, 2017",Type: ulcsaiec
"Household and Similar Electrical Appliances - Safety - Part 2-24: Particular Requirements for Refrigerating Appliances, Ice-Cream Appliances and Ice-Makers",(Ed. 3),UL,"July 29, 2022",Type: ulcsaiec
Subject for Household and Similar Electrical Appliances,(Ed. 1),UL,"June 18, 1999",N/A
"Household and similar electrical appliances - Safety - Part 2-29: Particular
requirements for battery chargers",(Ed. 1),UL,"October 12, 2020",Type: ulcsaiec
Subject 60335-2-32,(Ed. 1),UL,"May 25, 2004",N/A
Household and Similar Electrical Appliances - Safety - Part 2-34: Particular Requirements for Motor-Compressors,(Ed. 6),UL,"November 03, 2017",Type: ulcsaiec
"Household And Similar Electrical Appliances - Safety - Part 2-40: Particular Requirements for Electrical Heat Pumps, Air-Conditioners and Dehumidifiers",(Ed. 3),UL,"November 01, 2019",Type: ulcsaiec
"Household and Similar Electrical Appliances - Safety - Part 2-40: Particular Requirements for Electrical Heat Pumps, Air-Conditioners and Dehumidifiers",(Ed. 4),UL,"December 15, 2022",Type: ulcsaiec
Household and similar electrical appliances - Safety - Part 2-52: Particular requirements for oral hygiene appliances,(Ed. 1),UL,"April 24, 2020",Type: uliec
"Household and Similar Electrical Appliances - Safety - Part 2-67: Particular Requirements for Floor Treatment Machines, for Commercial Use",(Ed. 1),UL,"December 22, 2017",Type: ulcsaiec
"Household and Similar Electrical Appliances - Safety - Part 2-67: Particular Requirements for Floor Treatment Machines, for Commercial Use",(Ed. 2),UL,"June 04, 2021",Type: ulcsaiec
"Standard for Household And Similar Electrical Appliances - Safety - Part 2-68: Particular Requirements for Spray Extraction Machines, for Commercial Use",(Ed. 1),UL,"May 08, 2020",Type: ulcsaiec
"Household and Similar Electrical Appliances - Safety - Part 2-69: Particular requirements for wet and dry vacuum cleaners, including power brush, for commercial use	",(Ed. 1),UL,"March 25, 2022",Type: ulcsaiec
"Household and Similar Electrical Appliances - Safety - Part 2-72: Particular Requirements for Floor Treatment Machines With or Without Traction Drive, for Commercial Use",(Ed. 1),UL,"September 15, 2017",Type: ulcsaiec
"Household and Similar Electrical Appliances - Safety - Part 2-72: Particular Requirements for Floor Treatment Machines With or Without Traction Drive, for Commercial Use",(Ed. 2),UL,"June 04, 2021",Type: ulcsaiec
Household and Similar Electrical Appliances - Safety - Part 2-79: Particular Requirements for High Pressure Cleaners and Steam Cleaners,(Ed. 1),UL,"January 14, 2016",Type: uliec
Subject 60335-2-82,(Ed. 1),UL,"May 25, 2004",N/A
"Household and Similar Electrical Appliances -
Safety - Part 2-89: Particular Requirements for Commercial Refrigerating Appliances with an Incorporated or Remote Refrigerant Unit or Compressor",(Ed. 1),UL,"April 30, 2021",N/A
Standard for Safety for Household and Similar Electrical Appliances - Safety - Part 2-89: Particular Requirements for Commercial Refrigerating Appliances and Ice-Makers with an Incorporated or Remote Refrigerant Unit or Motor-Compressor,(Ed. 2),UL,"October 27, 2021",Type: ulcsaiec
Household and similar electrical appliances - Safety - Part 2-113: Particular requirements for cosmetic and beauty care appliances incorporating lasers and intense light sources,(Ed. 1),UL,"January 27, 2023",Type: uliec
Standard for Safety for Household and Similar Electrical Appliances: Particular Requirements for Electrically Powered Pool Lifts,(Ed. 1),UL,"September 29, 2017",Type: ulstd
Outline of Investigation for Robotic Germicidal Equipment,(Ed. 2),UL,"March 21, 2022",Type: outline
Safety Requirements for Fixed Capacitors for Use in Electronic Equipment - Part 14: Sectional Specification: Fixed Capacitors for Electromagnetic Interference Suppression and Connection to the Supply Mains,(Ed. 2),UL,"July 11, 2014",Type: uliec
"Medical Electrical Equipment, Part 1: General Requirements for Safety",(Ed. 1),UL,"April 25, 2003",Type: uliec
Standard for Thermal-Links - Requirements and Application Guide,(Ed. 4),UL,"June 30, 2016",Type: uleciaiec
Outline of Investigation for Circuit Interrupters with Fire Extinguishing Agent for Use in Electrical Appliances and Components,(Ed. 1),UL,"June 13, 2016",Type: outline
Automatic Electrical Controls for Household and Similar Use; Part 1: General Requirements,(Ed. 4),UL,"October 19, 2009",Type: uliec
Automatic Electrical Controls - Part 1: General Requirements,(Ed. 5),UL,"August 03, 2016",Type: uliec
Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Thermal Protectors for Ballasts for Tubular Fluorescent Lamps,(Ed. 2),UL,"June 28, 2013",Type: uliec
Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Thermal Motor Protectors for Motor-Compressors of Hermetic and Semi-Hermetic Type,(Ed. 1),UL,"January 17, 2003",Type: uliec
Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Thermal Motor Protectors for Motor-Compressors of Hermetic and Semi-Hermetic Type,(Ed. 2),UL,"November 27, 2013",N/A
Subject 60730-2-5,(Ed. 3),UL,"January 30, 2014",Type: ulcsaiecisa
Automatic Electrical Controls - Part 2-5: Particular Requirements for Automatic Electrical Burner Control Systems,(Ed. 4),UL,"July 29, 2022",Type: ulcsaiec
Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Automatic Electrical Pressure Sensing Controls Including Mechanical Requirements,(Ed. 3),UL,"December 22, 2016",Type: uliec
Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Timers and Time Switches,(Ed. 2),UL,"March 21, 2014",Type: uliec
Automatic Electrical Controls - Part 2-7: Particular Requirements for Timers and Time Switches,(Ed. 3),UL,"November 16, 2020",Type: uliec
"Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Electrically Operated Water Valves, Including Mechanical Requirements",(Ed. 2),UL,"February 28, 2007",Type: uliec
"Standard for Automatic Electrical Controls - Part 2-8: Particular Requirements for Electrically Operated Water Valves, Including Mechanical Requirements",(Ed. 3),UL,"March 24, 2023",Type: ulstd
Standard for Automatic Electrical Controls For Household and Similar Use; Part 2: Particular Requirements For Temperature Sensing Controls,(Ed. 3),UL,"October 13, 2010",Type: uliec
Automatic Electrical Controls - Part 2-9: Particular Requirements for Temperature Sensing Controls,(Ed. 4),UL,"February 14, 2017",Type: uliec
Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Motor Starting Relays,(Ed. 2),UL,"November 08, 2013",Type: uliec
Automatic Electrical Controls Part 2-11: Particular Requirements for Energy Regulators,(Ed. 3),UL,"April 06, 2023",Type: uliec
Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Electrically Operated Door Locks,(Ed. 3),UL,"May 11, 2017",Type: uliec
Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Humidity Sensing Controls,(Ed. 3),UL,"February 15, 2019",Type: uliec
Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Electric Actuators,(Ed. 3),UL,"August 07, 2018",Type: uliec
"Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Automatic Electrical Air Flow, Water Flow and Water Level Sensing Controls",(Ed. 3),UL,"November 06, 2019",Type: uliec
Automatic Electrical Controls - Part 2-22: Particular Requirements for Thermal Motor Protectors,(Ed. 1),UL,"April 07, 2017",Type: uliec
Outline of Investigation for Automatic Electrical Controls - Part 2-101: Particular Requirements for Electrical Sensors and Sensing Elements,(Ed. 1),UL,"January 28, 2022",Type: outline
"Live Working -  Terminology for Tools, Equipment and Devices",(Ed. 3),ULC,"May 01, 2014",Type: canulc
Hand-Held Motor-Operated Electric Tools - Safety - Part 1: General Requirements,(Ed. 4),UL,"July 31, 2007",Type: ulcsaiec
Hand-Held Motor-Operated Electric Tools - Safety - Part 2-1: Particular Requirements for Drills and Impact Drills,(Ed. 2),UL,"March 26, 2004",Type: ulcsaiec
Hand-Held Motor-Operated Electric Tools - Safety - Part 2-2: Particular Requirements for Screwdrivers and Impact Wrenches,(Ed. 2),UL,"March 26, 2004",Type: ulcsaiec
